year,geography_type,geography_id,geography_name,state_fips,county_fips,full_county_fips,cbsa_code,single_family_units,total_units,single_family_share,single_family_value,multifamily_units,multifamily_value,total_value,yoy_change_units,yoy_percent_change,rolling_3yr_avg,cumulative_sfh_2000_2025,cumulative_sfh_2010_2025,cumulative_sfh_2020_2025,source_file
2023,state,53,Washington,53,,,,18056,37097,0.4867,6551333,19041,2966428,9517761,-2344.0,-11.49,21177.3,569960.0,280095.0,87074.0,st2023a.txt
2024,state,53,Washington,53,,,,19136,37778,0.5065,7179758,18642,3202215,10381973,1080.0,5.98,19197.3,589096.0,299231.0,106210.0,st2024a.txt
2000,state,54,West Virginia,54,,,,3295,3763,0.8756,340066,468,19493,359559,,,,3295.0,,,st2000a.txt
2001,state,54,West Virginia,54,,,,3481,3947,0.8819,365977,466,18895,384872,186.0,5.64,,6776.0,,,st2001a.txt
2002,state,54,West Virginia,54,,,,4506,4890,0.9215,540618,384,19618,560236,1025.0,29.45,3760.7,11282.0,,,st2002a.txt
2003,state,54,West Virginia,54,,,,4667,5133,0.9092,619238,466,26750,645988,161.0,3.57,4218.0,15949.0,,,st2003a.txt
2004,state,54,West Virginia,54,,,,5115,5716,0.8949,700330,601,34522,734852,448.0,9.6,4762.7,21064.0,,,st2004a.txt
2005,state,54,West Virginia,54,,,,5483,6140,0.893,948966,657,47401,996367,368.0,7.19,5088.3,26547.0,,,st2005a.txt
2006,state,54,West Virginia,54,,,,5160,5645,0.9141,913792,485,30651,944443,-323.0,-5.89,5252.7,31707.0,,,st2006a.txt
2007,state,54,West Virginia,54,,,,3918,4795,0.8171,675848,877,44595,720443,-1242.0,-24.07,4853.7,35625.0,,,st2007a.txt
2008,state,54,West Virginia,54,,,,2560,3481,0.7354,431494,921,51930,483424,-1358.0,-34.66,3879.3,38185.0,,,st2008a.txt
2009,state,54,West Virginia,54,,,,1966,2235,0.8796,294610,269,15422,310032,-594.0,-23.2,2814.7,40151.0,,,st2009a.txt
2010,state,54,West Virginia,54,,,,1796,2395,0.7499,302554,599,43035,345589,-170.0,-8.65,2107.3,41947.0,1796.0,,st2010a.txt
2011,state,54,West Virginia,54,,,,1588,2220,0.7153,267739,632,38662,306401,-208.0,-11.58,1783.3,43535.0,3384.0,,st2011a.txt
2012,state,54,West Virginia,54,,,,1763,2718,0.6486,289131,955,57456,346587,175.0,11.02,1715.7,45298.0,5147.0,,st2012a.txt
2013,state,54,West Virginia,54,,,,1945,2575,0.7553,328949,630,37282,366231,182.0,10.32,1765.3,47243.0,7092.0,,st2013a.txt
2014,state,54,West Virginia,54,,,,1908,2677,0.7127,341229,769,54125,395354,-37.0,-1.9,1872.0,49151.0,9000.0,,st2014a.txt
2015,state,54,West Virginia,54,,,,2029,2814,0.721,363816,785,53367,417183,121.0,6.34,1960.7,51180.0,11029.0,,st2015a.txt
2016,state,54,West Virginia,54,,,,1994,2544,0.7838,357847,550,39535,397382,-35.0,-1.72,1977.0,53174.0,13023.0,,st2016a.txt
2017,state,54,West Virginia,54,,,,2348,2719,0.8636,433018,371,30074,463092,354.0,17.75,2123.7,55522.0,15371.0,,st2017a.txt
2018,state,54,West Virginia,54,,,,2341,2887,0.8109,449843,546,50235,500078,-7.0,-0.3,2227.7,57863.0,17712.0,,st2018a.txt
2019,state,54,West Virginia,54,,,,2551,3010,0.8475,455456,459,44660,500116,210.0,8.97,2413.3,60414.0,20263.0,,st2019a.txt
2020,state,54,West Virginia,54,,,,2803,3204,0.8748,532748,401,41196,573944,252.0,9.88,2565.0,63217.0,23066.0,2803.0,st2020a.txt
2021,state,54,West Virginia,54,,,,3112,3692,0.8429,701534,580,76470,778004,309.0,11.02,2822.0,66329.0,26178.0,5915.0,st2021a.txt
2022,state,54,West Virginia,54,,,,2947,3406,0.8652,705905,459,54684,760589,-165.0,-5.3,2954.0,69276.0,29125.0,8862.0,st2022a.txt
2023,state,54,West Virginia,54,,,,3278,4014,0.8166,713465,736,47045,760510,331.0,11.23,3112.3,72554.0,32403.0,12140.0,st2023a.txt
2024,state,54,West Virginia,54,,,,3515,4192,0.8385,798795,677,125318,924113,237.0,7.23,3246.7,76069.0,35918.0,15655.0,st2024a.txt
2000,state,55,Wisconsin,55,,,,24018,34154,0.7032,3269577,10136,647245,3916822,,,,24018.0,,,st2000a.txt
2001,state,55,Wisconsin,55,,,,25397,37773,0.6724,3654994,12376,840392,4495386,1379.0,5.74,,49415.0,,,st2001a.txt
2002,state,55,Wisconsin,55,,,,26084,38208,0.6827,3925214,12124,832592,4757806,687.0,2.71,25166.3,75499.0,,,st2002a.txt
2003,state,55,Wisconsin,55,,,,28744,40884,0.7031,4583619,12140,920990,5504609,2660.0,10.2,26741.7,104243.0,,,st2003a.txt
2004,state,55,Wisconsin,55,,,,29716,39992,0.743,4986367,10276,796231,5782598,972.0,3.38,28181.3,133959.0,,,st2004a.txt
2005,state,55,Wisconsin,55,,,,25966,35334,0.7349,4696568,9368,857145,5553713,-3750.0,-12.62,28142.0,159925.0,,,st2005a.txt
2006,state,55,Wisconsin,55,,,,19607,27329,0.7174,3716382,7722,708061,4424443,-6359.0,-24.49,25096.3,179532.0,,,st2006a.txt
2007,state,55,Wisconsin,55,,,,16261,21837,0.7447,3061804,5576,562124,3623928,-3346.0,-17.07,20611.3,195793.0,,,st2007a.txt
2008,state,55,Wisconsin,55,,,,10124,15509,0.6528,2082745,5385,424709,2507454,-6137.0,-37.74,15330.7,205917.0,,,st2008a.txt
2009,state,55,Wisconsin,55,,,,7933,10780,0.7359,1519602,2847,232929,1752531,-2191.0,-21.64,11439.3,213850.0,,,st2009a.txt
2010,state,55,Wisconsin,55,,,,7687,10864,0.7076,1509801,3177,283880,1793681,-246.0,-3.1,8581.3,221537.0,7687.0,,st2010a.txt
2011,state,55,Wisconsin,55,,,,6502,9939,0.6542,1341401,3437,264562,1605963,-1185.0,-15.42,7374.0,228039.0,14189.0,,st2011a.txt
2012,state,55,Wisconsin,55,,,,7698,12041,0.6393,1618078,4343,398677,2016755,1196.0,18.39,7295.7,235737.0,21887.0,,st2012a.txt
2013,state,55,Wisconsin,55,,,,8881,13869,0.6403,2038954,4988,439453,2478407,1183.0,15.37,7693.7,244618.0,30768.0,,st2013a.txt
2014,state,55,Wisconsin,55,,,,8582,14622,0.5869,2036550,6040,562637,2599187,-299.0,-3.37,8387.0,253200.0,39350.0,,st2014a.txt
2015,state,55,Wisconsin,55,,,,9791,16793,0.583,2375987,7002,702395,3078382,1209.0,14.09,9084.7,262991.0,49141.0,,st2015a.txt
2016,state,55,Wisconsin,55,,,,10998,19274,0.5706,2813679,8276,918956,3732635,1207.0,12.33,9790.3,273989.0,60139.0,,st2016a.txt
2017,state,55,Wisconsin,55,,,,11769,19545,0.6021,3080289,7776,830506,3910795,771.0,7.01,10852.7,285758.0,71908.0,,st2017a.txt
2018,state,55,Wisconsin,55,,,,12039,19113,0.6299,3219584,7074,788635,4008219,270.0,2.29,11602.0,297797.0,83947.0,,st2018a.txt
2019,state,55,Wisconsin,55,,,,11298,17480,0.6463,3212687,6182,755763,3968450,-741.0,-6.15,11702.0,309095.0,95245.0,,st2019a.txt
2020,state,55,Wisconsin,55,,,,12169,21226,0.5733,3558161,9057,1175204,4733365,871.0,7.71,11835.3,321264.0,107414.0,12169.0,st2020a.txt
2021,state,55,Wisconsin,55,,,,13199,25444,0.5187,4368305,12245,1617326,5985631,1030.0,8.46,12222.0,334463.0,120613.0,25368.0,st2021a.txt
2022,state,55,Wisconsin,55,,,,11652,21072,0.553,4272184,9420,1583447,5855631,-1547.0,-11.72,12340.0,346115.0,132265.0,37020.0,st2022a.txt
2023,state,55,Wisconsin,55,,,,11465,21494,0.5334,4311030,10029,1661847,5972877,-187.0,-1.6,12105.3,357580.0,143730.0,48485.0,st2023a.txt
2024,state,55,Wisconsin,55,,,,12879,23826,0.5405,5165407,10947,1687132,6852539,1414.0,12.33,11998.7,370459.0,156609.0,61364.0,st2024a.txt
2000,state,56,Wyoming,56,,,,1429,1582,0.9033,303031,153,10622,313653,,,,1429.0,,,st2000a.txt
2001,state,56,Wyoming,56,,,,1485,1907,0.7787,254719,422,22450,277169,56.0,3.92,,2914.0,,,st2001a.txt
2002,state,56,Wyoming,56,,,,1822,2045,0.891,290391,223,14506,304897,337.0,22.69,1578.7,4736.0,,,st2002a.txt
2003,state,56,Wyoming,56,,,,2265,2814,0.8049,351458,549,37814,389272,443.0,24.31,1857.3,7001.0,,,st2003a.txt
2004,state,56,Wyoming,56,,,,2814,3317,0.8484,490144,503,34360,524504,549.0,24.24,2300.3,9815.0,,,st2004a.txt
2005,state,56,Wyoming,56,,,,3169,3997,0.7928,596105,828,60551,656656,355.0,12.62,2749.3,12984.0,,,st2005a.txt
2006,state,56,Wyoming,56,,,,3087,3537,0.8728,601345,450,37501,638846,-82.0,-2.59,3023.3,16071.0,,,st2006a.txt
2007,state,56,Wyoming,56,,,,3706,4555,0.8136,765222,849,46543,811765,619.0,20.05,3320.7,19777.0,,,st2007a.txt
2008,state,56,Wyoming,56,,,,2178,2669,0.816,519061,491,48376,567437,-1528.0,-41.23,2990.3,21955.0,,,st2008a.txt
2009,state,56,Wyoming,56,,,,1574,2294,0.6861,349781,720,56952,406733,-604.0,-27.73,2486.0,23529.0,,,st2009a.txt
2010,state,56,Wyoming,56,,,,1546,2298,0.6728,377826,752,57365,435191,-28.0,-1.78,1766.0,25075.0,1546.0,,st2010a.txt
2011,state,56,Wyoming,56,,,,1453,2114,0.6873,377178,661,47978,425156,-93.0,-6.02,1524.3,26528.0,2999.0,,st2011a.txt
2012,state,56,Wyoming,56,,,,1661,2110,0.7872,407297,449,31825,439122,208.0,14.32,1553.3,28189.0,4660.0,,st2012a.txt
2013,state,56,Wyoming,56,,,,1691,2300,0.7352,489793,609,46142,535935,30.0,1.81,1601.7,29880.0,6351.0,,st2013a.txt
2014,state,56,Wyoming,56,,,,1614,1901,0.849,477510,287,25133,502643,-77.0,-4.55,1655.3,31494.0,7965.0,,st2014a.txt
2015,state,56,Wyoming,56,,,,1681,1903,0.8833,585956,222,21710,607666,67.0,4.15,1662.0,33175.0,9646.0,,st2015a.txt
2016,state,56,Wyoming,56,,,,1549,1727,0.8969,547451,178,22967,570418,-132.0,-7.85,1614.7,34724.0,11195.0,,st2016a.txt
2017,state,56,Wyoming,56,,,,1464,1926,0.7601,474373,462,51878,526251,-85.0,-5.49,1564.7,36188.0,12659.0,,st2017a.txt
2018,state,56,Wyoming,56,,,,1533,1812,0.846,564072,279,29125,593197,69.0,4.71,1515.3,37721.0,14192.0,,st2018a.txt
2019,state,56,Wyoming,56,,,,1521,1708,0.8905,517654,187,23359,541013,-12.0,-0.78,1506.0,39242.0,15713.0,,st2019a.txt
2020,state,56,Wyoming,56,,,,1768,2128,0.8308,655245,360,48614,703859,247.0,16.24,1607.3,41010.0,17481.0,1768.0,st2020a.txt
2021,state,56,Wyoming,56,,,,2158,2706,0.7975,989013,548,69113,1058126,390.0,22.06,1815.7,43168.0,19639.0,3926.0,st2021a.txt
2022,state,56,Wyoming,56,,,,1925,3005,0.6406,1021735,1080,102352,1124087,-233.0,-10.8,1950.3,45093.0,21564.0,5851.0,st2022a.txt
2023,state,56,Wyoming,56,,,,1418,1681,0.8435,540480,263,34809,575289,-507.0,-26.34,1833.7,46511.0,22982.0,7269.0,st2023a.txt
2024,state,56,Wyoming,56,,,,1632,2135,0.7644,750593,503,68014,818607,214.0,15.09,1658.3,48143.0,24614.0,8901.0,st2024a.txt
2000,state,72,Puerto Rico,72,,,,12840,18489,0.6945,618361,5649,304055,922416,,,,12840.0,,,st2000a.txt
2001,state,72,Puerto Rico,72,,,,12375,17761,0.6968,632680,5386,220525,853205,-465.0,-3.62,,25215.0,,,st2001a.txt
2002,state,72,Puerto Rico,72,,,,14293,19780,0.7226,754791,5487,288160,1042951,1918.0,15.5,13169.3,39508.0,,,st2002a.txt
2003,state,72,Puerto Rico,72,,,,13507,18281,0.7389,739758,4774,326800,1066558,-786.0,-5.5,13391.7,53015.0,,,st2003a.txt
2004,state,72,Puerto Rico,72,,,,13217,17514,0.7547,782904,4297,239870,1022774,-290.0,-2.15,13672.3,66232.0,,,st2004a.txt
2005,state,72,Puerto Rico,72,,,,12269,17346,0.7073,760401,5077,361026,1121427,-948.0,-7.17,12997.7,78501.0,,,st2005a.txt
2006,state,72,Puerto Rico,72,,,,10691,14718,0.7264,720045,4027,344033,1064078,-1578.0,-12.86,12059.0,89192.0,,,st2006a.txt
2007,state,72,Puerto Rico,72,,,,7475,12147,0.6154,542391,4672,396925,939316,-3216.0,-30.08,10145.0,96667.0,,,st2007a.txt
2008,state,72,Puerto Rico,72,,,,6787,9151,0.7417,446482,2364,244193,690675,-688.0,-9.2,8317.7,103454.0,,,st2008a.txt
2009,state,72,Puerto Rico,72,,,,4294,5224,0.822,262516,930,67534,330050,-2493.0,-36.73,6185.3,107748.0,,,st2009a.txt
2010,state,72,Puerto Rico,72,,,,4294,5224,0.822,262516,930,67536,330052,0.0,0.0,5125.0,112042.0,4294.0,,st2010a.txt
2011,state,72,Puerto Rico,72,,,,1638,3476,0.4712,102433,1838,81457,183890,-2656.0,-61.85,3408.7,113680.0,5932.0,,st2011a.txt
2014,state,72,Puerto Rico,72,,,,1779,2474,0.7191,114337,695,27461,141798,,,,115459.0,7711.0,,st2014a.txt
2015,state,72,Puerto Rico,72,,,,1916,2391,0.8013,163154,475,31501,194655,137.0,7.7,,117375.0,9627.0,,st2015a.txt
2016,state,72,Puerto Rico,72,,,,1554,2528,0.6147,107067,974,32702,139769,-362.0,-18.89,1749.7,118929.0,11181.0,,st2016a.txt
2018,state,72,Puerto Rico,72,,,,1554,2528,0.6147,107067,974,32702,139769,,,,120483.0,12735.0,,st2018a.txt
2019,state,72,Puerto Rico,72,,,,1554,2528,0.6147,107067,974,32702,139769,0.0,0.0,,122037.0,14289.0,,st2019a.txt
2021,state,72,Puerto Rico,72,,,,0,0,,0,0,0,0,,,,122037.0,14289.0,0.0,st2021a.txt
2022,state,72,Puerto Rico,72,,,,3754,3999,0.9387,506472827,245,52616553,559089380,3754.0,,,125791.0,18043.0,3754.0,st2022a.txt
2023,state,72,Puerto Rico,72,,,,2941,3316,0.8869,433561,375,155876,589437,-813.0,-21.66,2231.7,128732.0,20984.0,6695.0,st2023a.txt
2024,state,72,Puerto Rico,72,,,,2996,3642,0.8226,351915,646,167229,519144,55.0,1.87,3230.3,131728.0,23980.0,9691.0,st2024a.txt
2007,state,78,Virgin Islands,78,,,,303,511,0.593,77863,208,68347,146210,,,,303.0,,,st2007a.txt
2008,state,78,Virgin Islands,78,,,,318,531,0.5989,78772,213,33584,112356,15.0,4.95,,621.0,,,st2008a.txt
2009,state,78,Virgin Islands,78,,,,195,372,0.5242,49190,177,42348,91538,-123.0,-38.68,272.0,816.0,,,st2009a.txt
2010,state,78,Virgin Islands,78,,,,216,404,0.5347,48561,188,44466,93027,21.0,10.77,243.0,1032.0,216.0,,st2010a.txt
2011,state,78,Virgin Islands,78,,,,131,252,0.5198,29795,121,31099,60894,-85.0,-39.35,180.7,1163.0,347.0,,st2011a.txt
2012,state,78,Virgin Islands,78,,,,25,63,0.3968,7042,38,8488,15530,-106.0,-80.92,124.0,1188.0,372.0,,st2012a.txt
2013,state,78,Virgin Islands,78,,,,174,308,0.5649,35170,134,18558,53728,149.0,596.0,110.0,1362.0,546.0,,st2013a.txt
2014,state,78,Virgin Islands,78,,,,214,293,0.7304,47656,79,17407,65063,40.0,22.99,137.7,1576.0,760.0,,st2014a.txt
2015,state,78,Virgin Islands,78,,,,166,355,0.4676,38183,189,55650,93833,-48.0,-22.43,184.7,1742.0,926.0,,st2015a.txt
2016,state,78,Virgin Islands,78,,,,208,334,0.6228,52813,126,21871,74684,42.0,25.3,196.0,1950.0,1134.0,,st2016a.txt
2017,state,78,Virgin Islands,78,,,,117,182,0.6429,25460,65,13286,38746,-91.0,-43.75,163.7,2067.0,1251.0,,st2017a.txt
2018,state,78,Virgin Islands,78,,,,117,139,0.8417,26636,22,4633,31269,0.0,0.0,147.3,2184.0,1368.0,,st2018a.txt
2019,state,78,Virgin Islands,78,,,,148,228,0.6491,28142,80,18466,46608,31.0,26.5,127.3,2332.0,1516.0,,st2019a.txt
2020,state,78,Virgin Islands,78,,,,6,10,0.6,1082,4,670,1752,-142.0,-95.95,90.3,2338.0,1522.0,6.0,st2020a.txt
2021,state,78,Virgin Islands,78,,,,93,168,0.5536,22896,75,15055,37951,87.0,1450.0,82.3,2431.0,1615.0,99.0,st2021a.txt
2022,state,78,Virgin Islands,78,,,,66,202,0.3267,28307,136,31264,59571,-27.0,-29.03,55.0,2497.0,1681.0,165.0,st2022a.txt
2023,state,78,Virgin Islands,78,,,,207,354,0.5847,50487,147,45637,96124,141.0,213.64,122.0,2704.0,1888.0,372.0,st2023a.txt
2024,state,78,Virgin Islands,78,,,,153,406,0.3768,54441,253,73355,127796,-54.0,-26.09,142.0,2857.0,2041.0,525.0,st2024a.txt
