year,geography_type,geography_id,geography_name,state_fips,county_fips,full_county_fips,cbsa_code,single_family_units,total_units,single_family_share,single_family_value,multifamily_units,multifamily_value,total_value,source_file,geo_level
2000,cbsa,09999,Redding  CA MSA,,,,09999,791,970,0.8155,113400,179,12142,125542,ma2000a.txt,cbsa
2000,cbsa,09999,Reno  NV MSA,,,,09999,3177,4544,0.6992,404332,1367,58669,463001,ma2000a.txt,cbsa
2000,cbsa,09999,Richland-Kennewick-Pasco  WA MSA,,,,09999,966,1018,0.9489,148232,52,7540,155772,ma2000a.txt,cbsa
2000,cbsa,09999,Richmond-Petersburg  VA MSA,,,,09999,5670,5887,0.9631,647163,217,9992,657155,ma2000a.txt,cbsa
2000,cbsa,09999,Roanoke  VA MSA,,,,09999,918,1166,0.7873,74070,248,12441,86511,ma2000a.txt,cbsa
2000,cbsa,09999,Rochester  MN MSA,,,,09999,892,1552,0.5747,129688,660,37867,167555,ma2000a.txt,cbsa
2000,cbsa,09999,Rochester  NY MSA,,,,09999,2524,3391,0.7443,371877,867,46862,418739,ma2000a.txt,cbsa
2000,cbsa,09999,Rockford  IL MSA,,,,09999,1581,1835,0.8616,153981,254,12007,165988,ma2000a.txt,cbsa
2000,cbsa,09999,Rocky Mount  NC MSA,,,,09999,618,790,0.7823,50896,172,9430,60326,ma2000a.txt,cbsa
2000,cbsa,09999,Saginaw-Bay City-Midland  MI MSA,,,,09999,1112,1545,0.7197,138102,433,17858,155960,ma2000a.txt,cbsa
2000,cbsa,09999,St. Cloud  MN MSA,,,,09999,1125,1354,0.8309,130104,229,10932,141036,ma2000a.txt,cbsa
2000,cbsa,09999,St. Joseph  MO MSA,,,,09999,224,286,0.7832,25628,62,2688,28316,ma2000a.txt,cbsa
2000,cbsa,09999,St. Louis  MO-IL MSA,,,,09999,9507,12107,0.7852,1248474,2600,150375,1398849,ma2000a.txt,cbsa
2000,cbsa,09999,Salinas  CA MSA,,,,09999,1505,1714,0.8781,359033,209,16363,375396,ma2000a.txt,cbsa
2000,cbsa,09999,Salt Lake City-Ogden  UT MSA,,,,09999,6573,7961,0.8257,848219,1388,105654,953873,ma2000a.txt,cbsa
2000,cbsa,09999,San Angelo  TX MSA,,,,09999,239,247,0.9676,25303,8,691,25994,ma2000a.txt,cbsa
2000,cbsa,09999,San Antonio  TX MSA,,,,09999,8407,10594,0.7936,784366,2187,83841,868207,ma2000a.txt,cbsa
2000,cbsa,09999,San Diego  CA MSA,,,,09999,9287,15592,0.5956,2138315,6305,594214,2732529,ma2000a.txt,cbsa
2000,cbsa,09999,San Luis Obispo-Atascadero-Paso Robles  CA MSA,,,,09999,1541,1673,0.9211,261716,132,8271,269987,ma2000a.txt,cbsa
2000,cbsa,09999,Santa Barbara-Santa Maria-Lompoc  CA MSA,,,,09999,759,867,0.8754,159904,108,14780,174684,ma2000a.txt,cbsa
2000,cbsa,09999,Santa Fe  NM MSA,,,,09999,430,591,0.7276,67186,161,10275,77461,ma2000a.txt,cbsa
2000,cbsa,09999,Sarasota-Bradenton  FL MSA,,,,09999,5889,7110,0.8283,817390,1221,74758,892148,ma2000a.txt,cbsa
2000,cbsa,09999,Savannah  GA MSA,,,,09999,1976,2708,0.7297,243918,732,31907,275825,ma2000a.txt,cbsa
2000,cbsa,09999,Scranton--Wilkes-Barre--Hazleton  PA MSA,,,,09999,1242,1480,0.8392,140147,238,10902,151049,ma2000a.txt,cbsa
2000,cbsa,09999,Sharon  PA MSA,,,,09999,303,432,0.7014,32864,129,5508,38372,ma2000a.txt,cbsa
2000,cbsa,09999,Sheboygan  WI MSA,,,,09999,361,675,0.5348,62681,314,16269,78950,ma2000a.txt,cbsa
2000,cbsa,09999,Sherman-Denison  TX MSA,,,,09999,171,200,0.855,19434,29,1170,20604,ma2000a.txt,cbsa
2000,cbsa,09999,Shreveport-Bossier City  LA MSA,,,,09999,960,1020,0.9412,131709,60,2000,133709,ma2000a.txt,cbsa
2000,cbsa,09999,Sioux City  IA-NE MSA,,,,09999,245,279,0.8781,29594,34,1791,31385,ma2000a.txt,cbsa
2000,cbsa,09999,Sioux Falls  SD MSA,,,,09999,1556,2305,0.6751,146284,749,40847,187131,ma2000a.txt,cbsa
2000,cbsa,09999,South Bend  IN MSA,,,,09999,889,1665,0.5339,131720,776,31156,162876,ma2000a.txt,cbsa
2000,cbsa,09999,Spokane  WA MSA,,,,09999,1328,2094,0.6342,165289,766,43955,209244,ma2000a.txt,cbsa
2000,cbsa,09999,Springfield  IL MSA,,,,09999,759,929,0.817,84730,170,10927,95657,ma2000a.txt,cbsa
2000,cbsa,09999,Springfield  MO MSA,,,,09999,1848,2558,0.7224,230210,710,25763,255973,ma2000a.txt,cbsa
2000,cbsa,09999,Springfield  MA MSA,,,,09999,921,1020,0.9029,138357,99,10609,148966,ma2000a.txt,cbsa
2000,cbsa,09999,State College  PA MSA,,,,09999,554,653,0.8484,65788,99,1992,67780,ma2000a.txt,cbsa
2000,cbsa,09999,Steubenville-Weirton  OH-WV MSA,,,,09999,66,146,0.4521,6847,80,3609,10456,ma2000a.txt,cbsa
2000,cbsa,09999,Stockton-Lodi  CA MSA,,,,09999,5350,5392,0.9922,824924,42,3373,828297,ma2000a.txt,cbsa
2000,cbsa,09999,Sumter  SC MSA,,,,09999,294,294,1.0,28197,0,0,28197,ma2000a.txt,cbsa
2000,cbsa,09999,Syracuse  NY MSA,,,,09999,1424,1739,0.8189,164755,315,32205,196960,ma2000a.txt,cbsa
2000,cbsa,09999,Tallahassee  FL MSA,,,,09999,1427,2280,0.6259,165737,853,44671,210408,ma2000a.txt,cbsa
2000,cbsa,09999,Tampa-St. Petersburg-Clearwater  FL MSA,,,,09999,13293,19244,0.6908,1409916,5951,471570,1881486,ma2000a.txt,cbsa
2000,cbsa,09999,Terre Haute  IN MSA,,,,09999,381,415,0.9181,42168,34,950,43118,ma2000a.txt,cbsa
2000,cbsa,09999,Texarkana  TX-Texarkana  AR MSA,,,,09999,263,419,0.6277,19044,156,3965,23009,ma2000a.txt,cbsa
2000,cbsa,09999,Toledo  OH MSA,,,,09999,1561,2144,0.7281,223006,583,29868,252874,ma2000a.txt,cbsa
2000,cbsa,09999,Topeka  KS MSA,,,,09999,538,591,0.9103,79424,53,4245,83669,ma2000a.txt,cbsa
2000,cbsa,09999,Tucson  AZ MSA,,,,09999,6816,7779,0.8762,931029,963,63974,995003,ma2000a.txt,cbsa
2000,cbsa,09999,Tulsa  OK MSA,,,,09999,3463,3736,0.9269,442766,273,13644,456410,ma2000a.txt,cbsa
2000,cbsa,09999,Tuscaloosa  AL MSA,,,,09999,576,703,0.8193,65388,127,5538,70926,ma2000a.txt,cbsa
2000,cbsa,09999,Tyler  TX MSA,,,,09999,467,543,0.86,67484,76,3546,71030,ma2000a.txt,cbsa
2000,cbsa,09999,Utica-Rome  NY MSA,,,,09999,377,405,0.9309,40182,28,1445,41627,ma2000a.txt,cbsa
2000,cbsa,09999,Victoria  TX MSA,,,,09999,167,167,1.0,18335,0,0,18335,ma2000a.txt,cbsa
2000,cbsa,09999,Visalia-Tulare-Porterville  CA MSA,,,,09999,1539,1627,0.9459,157163,88,5636,162799,ma2000a.txt,cbsa
2000,cbsa,09999,Waco  TX MSA,,,,09999,513,691,0.7424,66360,178,8312,74672,ma2000a.txt,cbsa
2000,cbsa,09999,Waterloo-Cedar Falls  IA MSA,,,,09999,251,379,0.6623,34734,128,4840,39574,ma2000a.txt,cbsa
2000,cbsa,09999,Wausau  WI MSA,,,,09999,652,803,0.812,81446,151,7195,88641,ma2000a.txt,cbsa
2000,cbsa,09999,West Palm Beach-Boca Raton  FL MSA,,,,09999,6769,10504,0.6444,1055292,3735,276270,1331562,ma2000a.txt,cbsa
2000,cbsa,09999,Wheeling  WV-OH MSA,,,,09999,49,49,1.0,5772,0,0,5772,ma2000a.txt,cbsa
2000,cbsa,09999,Wichita  KS MSA,,,,09999,2226,2595,0.8578,237674,369,18333,256007,ma2000a.txt,cbsa
2000,cbsa,09999,Wichita Falls  TX MSA,,,,09999,221,231,0.9567,25847,10,516,26363,ma2000a.txt,cbsa
2000,cbsa,09999,Williamsport  PA MSA,,,,09999,283,313,0.9042,29226,30,2500,31726,ma2000a.txt,cbsa
2000,cbsa,09999,Wilmington  NC MSA,,,,09999,2736,3309,0.8268,339905,573,29440,369345,ma2000a.txt,cbsa
2000,cbsa,09999,Yakima  WA MSA,,,,09999,333,484,0.688,43204,151,8875,52079,ma2000a.txt,cbsa
2000,cbsa,09999,York  PA MSA,,,,09999,1714,2009,0.8532,196263,295,20213,216476,ma2000a.txt,cbsa
2000,cbsa,09999,Youngstown-Warren  OH MSA,,,,09999,1032,1324,0.7795,132721,292,20276,152997,ma2000a.txt,cbsa
