year,geography_type,geography_id,geography_name,state_fips,county_fips,full_county_fips,cbsa_code,single_family_units,total_units,single_family_share,single_family_value,multifamily_units,multifamily_value,total_value,yoy_change_units,yoy_percent_change,rolling_3yr_avg,cumulative_sfh_2000_2025,cumulative_sfh_2010_2025,cumulative_sfh_2020_2025,source_file
2009,cbsa,48140,Wausau  WI,,,,48140,203,305,0.6656,35218,102,6321,41539,-69.0,-25.37,292.0,4192.0,,,ma2009a.txt
2010,cbsa,48140,Wausau  WI,,,,48140,250,262,0.9542,44138,12,1430,45568,47.0,23.15,241.7,4442.0,250.0,,ma2010a.txt
2011,cbsa,48140,Wausau  WI,,,,48140,200,276,0.7246,39755,76,6594,46349,-50.0,-20.0,217.7,4642.0,450.0,,ma2011a.txt
2012,cbsa,48140,Wausau  WI,,,,48140,233,297,0.7845,47818,64,4459,52277,33.0,16.5,227.7,4875.0,683.0,,ma2012a.txt
2013,cbsa,48140,Wausau  WI,,,,48140,228,288,0.7917,50931,60,3930,54861,-5.0,-2.15,220.3,5103.0,911.0,,ma2013a.txt
2014,cbsa,48140,Wausau  WI,,,,48140,218,383,0.5692,43109,165,11164,54273,-10.0,-4.39,226.3,5321.0,1129.0,,ma2014a.txt
2015,cbsa,48140,Wausau  WI,,,,48140,229,241,0.9502,46620,12,1260,47880,11.0,5.05,225.0,5550.0,1358.0,,ma2015a.txt
2016,cbsa,48140,Wausau  WI,,,,48140,243,245,0.9918,59361,2,250,59611,14.0,6.11,230.0,5793.0,1601.0,,ma2016a.txt
2017,cbsa,48140,Wausau  WI,,,,48140,291,611,0.4763,70638,320,30092,100730,48.0,19.75,254.3,6084.0,1892.0,,ma2017a.txt
2018,cbsa,48140,Wausau  WI,,,,48140,274,308,0.8896,64338,34,3883,68221,-17.0,-5.84,269.3,6358.0,2166.0,,ma2018a.txt
2019,cbsa,48140,Wausau-Weston  WI,,,,48140,371,579,0.6408,80542,208,18950,99492,97.0,35.4,312.0,6729.0,2537.0,,ma2019a.txt
2020,cbsa,48140,Wausau-Weston  WI,,,,48140,448,532,0.8421,108960,84,9240,118200,77.0,20.75,364.3,7177.0,2985.0,448.0,ma2020a.txt
2021,cbsa,48140,Wausau-Weston  WI,,,,48140,387,680,0.5691,105843,293,35091,140934,-61.0,-13.62,402.0,7564.0,3372.0,835.0,ma2021a.txt
2022,cbsa,48140,Wausau-Weston  WI,,,,48140,351,487,0.7207,109018,136,16596,125614,-36.0,-9.3,395.3,7915.0,3723.0,1186.0,ma2022a.txt
2023,cbsa,48140,Wausau-Weston  WI,,,,48140,328,570,0.5754,105446,242,31056,136502,-23.0,-6.55,355.3,8243.0,4051.0,1514.0,ma2023a.txt
2024,cbsa,48140,Wausau  WI,,,,48140,216,408,0.5294,77733,192,39002,116735,-112.0,-34.15,298.3,8459.0,4267.0,1730.0,cbsa2024a.txt
2024,cbsa,48180,Waycross  GA,,,,48180,117,138,0.8478,22623,21,1582,24205,,,,117.0,117.0,117.0,cbsa2024a.txt
2024,cbsa,48200,Waynesville  NC,,,,48200,373,537,0.6946,126803,164,23783,150586,,,,373.0,373.0,373.0,cbsa2024a.txt
2024,cbsa,48220,Weatherford  OK,,,,48220,26,31,0.8387,8353,5,330,8683,,,,26.0,26.0,26.0,cbsa2024a.txt
2004,cbsa,48260,Weirton-Steubenville  WV-OH,,,,48260,84,156,0.5385,12619,72,4076,16695,-13.0,-13.4,,181.0,,,ma2004a.txt
2005,cbsa,48260,Weirton-Steubenville  WV-OH,,,,48260,55,59,0.9322,9648,4,250,9898,-29.0,-34.52,,236.0,,,ma2005a.txt
2006,cbsa,48260,Weirton-Steubenville  WV-OH,,,,48260,51,51,1.0,7616,0,0,7616,-4.0,-7.27,63.3,287.0,,,ma2006a.txt
2007,cbsa,48260,Weirton-Steubenville  WV-OH,,,,48260,60,166,0.3614,8987,106,4634,13621,9.0,17.65,55.3,347.0,,,ma2007a.txt
2008,cbsa,48260,Weirton-Steubenville  WV-OH,,,,48260,82,82,1.0,13052,0,0,13052,22.0,36.67,64.3,429.0,,,ma2008a.txt
2009,cbsa,48260,Weirton-Steubenville  WV-OH,,,,48260,37,37,1.0,5932,0,0,5932,-45.0,-54.88,59.7,466.0,,,ma2009a.txt
2014,cbsa,48260,Weirton-Steubenville  WV-OH,,,,48260,25,41,0.6098,5052,16,741,5793,,,,491.0,25.0,,ma2014a.txt
2015,cbsa,48260,Weirton-Steubenville  WV-OH,,,,48260,48,48,1.0,9693,0,0,9693,23.0,92.0,,539.0,73.0,,ma2015a.txt
2016,cbsa,48260,Weirton-Steubenville  WV-OH,,,,48260,35,35,1.0,9226,0,0,9226,-13.0,-27.08,36.0,574.0,108.0,,ma2016a.txt
2017,cbsa,48260,Weirton-Steubenville  WV-OH,,,,48260,27,29,0.931,7217,2,120,7337,-8.0,-22.86,36.7,601.0,135.0,,ma2017a.txt
2018,cbsa,48260,Weirton-Steubenville  WV-OH,,,,48260,24,26,0.9231,6377,2,100,6477,-3.0,-11.11,28.7,625.0,159.0,,ma2018a.txt
2019,cbsa,48260,Weirton-Steubenville  WV-OH,,,,48260,25,25,1.0,5782,0,0,5782,1.0,4.17,25.3,650.0,184.0,,ma2019a.txt
2020,cbsa,48260,Weirton-Steubenville  WV-OH,,,,48260,30,30,1.0,6773,0,0,6773,5.0,20.0,26.3,680.0,214.0,30.0,ma2020a.txt
2021,cbsa,48260,Weirton-Steubenville  WV-OH,,,,48260,34,34,1.0,8379,0,0,8379,4.0,13.33,29.7,714.0,248.0,64.0,ma2021a.txt
2022,cbsa,48260,Weirton-Steubenville  WV-OH,,,,48260,33,33,1.0,7524,0,0,7524,-1.0,-2.94,32.3,747.0,281.0,97.0,ma2022a.txt
2023,cbsa,48260,Weirton-Steubenville  WV-OH,,,,48260,14,16,0.875,4555,2,250,4805,-19.0,-57.58,27.0,761.0,295.0,111.0,ma2023a.txt
2024,cbsa,48260,Weirton-Steubenville  WV-OH,,,,48260,18,18,1.0,5386,0,0,5386,4.0,28.57,21.7,779.0,313.0,129.0,cbsa2024a.txt
2004,cbsa,48300,Wenatchee  WA,,,,48300,626,693,0.9033,96187,67,4105,100292,65.0,11.59,,1187.0,,,ma2004a.txt
2005,cbsa,48300,Wenatchee  WA,,,,48300,838,902,0.929,121708,64,4096,125804,212.0,33.87,,2025.0,,,ma2005a.txt
2006,cbsa,48300,Wenatchee  WA,,,,48300,863,1041,0.829,137189,178,17264,154453,25.0,2.98,775.7,2888.0,,,ma2006a.txt
2007,cbsa,48300,Wenatchee  WA,,,,48300,767,1107,0.6929,128416,340,35477,163893,-96.0,-11.12,822.7,3655.0,,,ma2007a.txt
2008,cbsa,48300,Wenatchee-East Wenatchee  WA,,,,48300,440,489,0.8998,76222,49,4651,80873,-327.0,-42.63,690.0,4095.0,,,ma2008a.txt
2009,cbsa,48300,Wenatchee-East Wenatchee  WA,,,,48300,331,355,0.9324,57782,24,2250,60032,-109.0,-24.77,512.7,4426.0,,,ma2009a.txt
2010,cbsa,48300,Wenatchee-East Wenatchee  WA,,,,48300,313,320,0.9781,60418,7,879,61297,-18.0,-5.44,361.3,4739.0,313.0,,ma2010a.txt
2011,cbsa,48300,Wenatchee-East Wenatchee  WA,,,,48300,246,246,1.0,46183,0,0,46183,-67.0,-21.41,296.7,4985.0,559.0,,ma2011a.txt
2012,cbsa,48300,Wenatchee-East Wenatchee  WA,,,,48300,297,299,0.9933,55839,2,259,56098,51.0,20.73,285.3,5282.0,856.0,,ma2012a.txt
2013,cbsa,48300,Wenatchee-East Wenatchee  WA,,,,48300,386,706,0.5467,74525,320,24167,98692,89.0,29.97,309.7,5668.0,1242.0,,ma2013a.txt
2014,cbsa,48300,Wenatchee  WA,,,,48300,433,460,0.9413,88120,27,2288,90408,47.0,12.18,372.0,6101.0,1675.0,,ma2014a.txt
2015,cbsa,48300,Wenatchee  WA,,,,48300,490,593,0.8263,107426,103,10090,117516,57.0,13.16,436.3,6591.0,2165.0,,ma2015a.txt
2016,cbsa,48300,Wenatchee  WA,,,,48300,543,574,0.946,119988,31,4567,124555,53.0,10.82,488.7,7134.0,2708.0,,ma2016a.txt
2017,cbsa,48300,Wenatchee  WA,,,,48300,599,629,0.9523,128656,30,3859,132515,56.0,10.31,544.0,7733.0,3307.0,,ma2017a.txt
2018,cbsa,48300,Wenatchee  WA,,,,48300,626,807,0.7757,142978,181,17266,160244,27.0,4.51,589.3,8359.0,3933.0,,ma2018a.txt
2019,cbsa,48300,Wenatchee  WA,,,,48300,632,955,0.6618,138195,323,32361,170556,6.0,0.96,619.0,8991.0,4565.0,,ma2019a.txt
2020,cbsa,48300,Wenatchee  WA,,,,48300,706,991,0.7124,164741,285,35466,200207,74.0,11.71,654.7,9697.0,5271.0,706.0,ma2020a.txt
2021,cbsa,48300,Wenatchee  WA,,,,48300,803,1000,0.803,206915,197,27128,234043,97.0,13.74,713.7,10500.0,6074.0,1509.0,ma2021a.txt
2022,cbsa,48300,Wenatchee  WA,,,,48300,570,861,0.662,168831,291,37017,205848,-233.0,-29.02,693.0,11070.0,6644.0,2079.0,ma2022a.txt
2023,cbsa,48300,Wenatchee  WA,,,,48300,505,586,0.8618,190897,81,10640,201537,-65.0,-11.4,626.0,11575.0,7149.0,2584.0,ma2023a.txt
2024,cbsa,48300,Wenatchee-East Wenatchee  WA,,,,48300,558,992,0.5625,197431,434,62842,260273,53.0,10.5,544.3,12133.0,7707.0,3142.0,cbsa2024a.txt
2024,cbsa,48460,West Plains  MO,,,,48460,28,53,0.5283,5782,25,4067,9849,,,,28.0,28.0,28.0,cbsa2024a.txt
2004,cbsa,48540,Wheeling  WV-OH,,,,48540,100,141,0.7092,10857,41,1330,12187,47.0,88.68,,153.0,,,ma2004a.txt
2005,cbsa,48540,Wheeling  WV-OH,,,,48540,53,91,0.5824,6823,38,610,7433,-47.0,-47.0,,206.0,,,ma2005a.txt
2006,cbsa,48540,Wheeling  WV-OH,,,,48540,49,73,0.6712,6250,24,2016,8266,-4.0,-7.55,67.3,255.0,,,ma2006a.txt
2007,cbsa,48540,Wheeling  WV-OH,,,,48540,43,137,0.3139,4520,94,11774,16294,-6.0,-12.24,48.3,298.0,,,ma2007a.txt
2008,cbsa,48540,Wheeling  WV-OH,,,,48540,36,36,1.0,4182,0,0,4182,-7.0,-16.28,42.7,334.0,,,ma2008a.txt
2009,cbsa,48540,Wheeling  WV-OH,,,,48540,17,17,1.0,3152,0,0,3152,-19.0,-52.78,32.0,351.0,,,ma2009a.txt
2010,cbsa,48540,Wheeling  WV-OH,,,,48540,33,38,0.8684,4760,5,778,5538,16.0,94.12,28.7,384.0,33.0,,ma2010a.txt
2011,cbsa,48540,Wheeling  WV-OH,,,,48540,19,27,0.7037,3110,8,977,4087,-14.0,-42.42,23.0,403.0,52.0,,ma2011a.txt
2012,cbsa,48540,Wheeling  WV-OH,,,,48540,30,36,0.8333,4424,6,934,5358,11.0,57.89,27.3,433.0,82.0,,ma2012a.txt
2013,cbsa,48540,Wheeling  WV-OH,,,,48540,33,50,0.66,5607,17,2428,8035,3.0,10.0,27.3,466.0,115.0,,ma2013a.txt
2014,cbsa,48540,Wheeling  WV-OH,,,,48540,9,61,0.1475,1830,52,5089,6919,-24.0,-72.73,24.0,475.0,124.0,,ma2014a.txt
2015,cbsa,48540,Wheeling  WV-OH,,,,48540,71,115,0.6174,14917,44,3752,18669,62.0,688.89,37.7,546.0,195.0,,ma2015a.txt
2016,cbsa,48540,Wheeling  WV-OH,,,,48540,18,34,0.5294,3646,16,3064,6710,-53.0,-74.65,32.7,564.0,213.0,,ma2016a.txt
2017,cbsa,48540,Wheeling  WV-OH,,,,48540,18,20,0.9,9536,2,25,9561,0.0,0.0,35.7,582.0,231.0,,ma2017a.txt
2018,cbsa,48540,Wheeling  WV-OH,,,,48540,9,116,0.0776,1435,107,13070,14505,-9.0,-50.0,15.0,591.0,240.0,,ma2018a.txt
2019,cbsa,48540,Wheeling  WV-OH,,,,48540,10,12,0.8333,1114,2,90,1204,1.0,11.11,12.3,601.0,250.0,,ma2019a.txt
2020,cbsa,48540,Wheeling  WV-OH,,,,48540,12,55,0.2182,3567,43,5583,9150,2.0,20.0,10.3,613.0,262.0,12.0,ma2020a.txt
2021,cbsa,48540,Wheeling  WV-OH,,,,48540,6,96,0.0625,1621,90,13391,15012,-6.0,-50.0,9.3,619.0,268.0,18.0,ma2021a.txt
2022,cbsa,48540,Wheeling  WV-OH,,,,48540,14,18,0.7778,2818,4,325,3143,8.0,133.33,10.7,633.0,282.0,32.0,ma2022a.txt
2023,cbsa,48540,Wheeling  WV-OH,,,,48540,9,11,0.8182,2393,2,230,2623,-5.0,-35.71,9.7,642.0,291.0,41.0,ma2023a.txt
2024,cbsa,48540,Wheeling  WV-OH,,,,48540,7,9,0.7778,1696,2,250,1946,-2.0,-22.22,10.0,649.0,298.0,48.0,cbsa2024a.txt
2024,cbsa,48580,Whitewater-Elkhorn  WI,,,,48580,378,477,0.7925,170572,99,10499,181071,,,,378.0,378.0,378.0,cbsa2024a.txt
2004,cbsa,48620,Wichita  KS,,,,48620,2942,3106,0.9472,368250,164,10050,378300,-10.0,-0.34,,5894.0,,,ma2004a.txt
2005,cbsa,48620,Wichita  KS,,,,48620,2962,3349,0.8844,383477,387,24663,408140,20.0,0.68,,8856.0,,,ma2005a.txt
2006,cbsa,48620,Wichita  KS,,,,48620,2787,3656,0.7623,358268,869,39098,397366,-175.0,-5.91,2897.0,11643.0,,,ma2006a.txt
2007,cbsa,48620,Wichita  KS,,,,48620,2367,2781,0.8511,370921,414,29644,400565,-420.0,-15.07,2705.3,14010.0,,,ma2007a.txt
2008,cbsa,48620,Wichita  KS,,,,48620,1844,2549,0.7234,263856,705,55759,319615,-523.0,-22.1,2332.7,15854.0,,,ma2008a.txt
2009,cbsa,48620,Wichita  KS,,,,48620,1372,1876,0.7313,190576,504,26347,216923,-472.0,-25.6,1861.0,17226.0,,,ma2009a.txt
2010,cbsa,48620,Wichita  KS,,,,48620,1046,1259,0.8308,144508,213,16939,161447,-326.0,-23.76,1420.7,18272.0,1046.0,,ma2010a.txt
2011,cbsa,48620,Wichita  KS,,,,48620,891,1062,0.839,149409,171,14239,163648,-155.0,-14.82,1103.0,19163.0,1937.0,,ma2011a.txt
2012,cbsa,48620,Wichita  KS,,,,48620,845,1310,0.645,152626,465,41383,194009,-46.0,-5.16,927.3,20008.0,2782.0,,ma2012a.txt
2013,cbsa,48620,Wichita  KS,,,,48620,1163,1504,0.7733,227295,341,28575,255870,318.0,37.63,966.3,21171.0,3945.0,,ma2013a.txt
2014,cbsa,48620,Wichita  KS,,,,48620,1177,1514,0.7774,236374,337,24617,260991,14.0,1.2,1061.7,22348.0,5122.0,,ma2014a.txt
2015,cbsa,48620,Wichita  KS,,,,48620,1153,2021,0.5705,277598,868,69994,347592,-24.0,-2.04,1164.3,23501.0,6275.0,,ma2015a.txt
2016,cbsa,48620,Wichita  KS,,,,48620,1240,2098,0.591,300512,858,65349,365861,87.0,7.55,1190.0,24741.0,7515.0,,ma2016a.txt
2017,cbsa,48620,Wichita  KS,,,,48620,1634,2731,0.5983,303528,1097,73789,377317,394.0,31.77,1342.3,26375.0,9149.0,,ma2017a.txt
2018,cbsa,48620,Wichita  KS,,,,48620,1223,1958,0.6246,255159,735,66290,321449,-411.0,-25.15,1365.7,27598.0,10372.0,,ma2018a.txt
2019,cbsa,48620,Wichita  KS,,,,48620,1389,2126,0.6533,290133,737,66756,356889,166.0,13.57,1415.3,28987.0,11761.0,,ma2019a.txt
2020,cbsa,48620,Wichita  KS,,,,48620,1553,2024,0.7673,410090,471,48497,458587,164.0,11.81,1388.3,30540.0,13314.0,1553.0,ma2020a.txt
2021,cbsa,48620,Wichita  KS,,,,48620,1618,2384,0.6787,601812,766,81621,683433,65.0,4.19,1520.0,32158.0,14932.0,3171.0,ma2021a.txt
2022,cbsa,48620,Wichita  KS,,,,48620,1586,2850,0.5565,578494,1264,154474,732968,-32.0,-1.98,1585.7,33744.0,16518.0,4757.0,ma2022a.txt
2023,cbsa,48620,Wichita  KS,,,,48620,1470,3533,0.4161,502857,2063,281486,784343,-116.0,-7.31,1558.0,35214.0,17988.0,6227.0,ma2023a.txt
2024,cbsa,48620,Wichita  KS,,,,48620,1479,3039,0.4867,524257,1560,230540,754797,9.0,0.61,1511.7,36693.0,19467.0,7706.0,cbsa2024a.txt
2004,cbsa,48660,Wichita Falls  TX,,,,48660,319,327,0.9755,46348,8,295,46643,-5.0,-1.54,,643.0,,,ma2004a.txt
2005,cbsa,48660,Wichita Falls  TX,,,,48660,315,565,0.5575,48911,250,15867,64778,-4.0,-1.25,,958.0,,,ma2005a.txt
2006,cbsa,48660,Wichita Falls  TX,,,,48660,328,358,0.9162,52121,30,1631,53752,13.0,4.13,320.7,1286.0,,,ma2006a.txt
2007,cbsa,48660,Wichita Falls  TX,,,,48660,224,766,0.2924,39455,542,24927,64382,-104.0,-31.71,289.0,1510.0,,,ma2007a.txt
2008,cbsa,48660,Wichita Falls  TX,,,,48660,158,162,0.9753,28459,4,355,28814,-66.0,-29.46,236.7,1668.0,,,ma2008a.txt
2009,cbsa,48660,Wichita Falls  TX,,,,48660,172,208,0.8269,29037,36,3504,32541,14.0,8.86,184.7,1840.0,,,ma2009a.txt
2010,cbsa,48660,Wichita Falls  TX,,,,48660,157,187,0.8396,29321,30,3545,32866,-15.0,-8.72,162.3,1997.0,157.0,,ma2010a.txt
2011,cbsa,48660,Wichita Falls  TX,,,,48660,121,170,0.7118,21668,49,10097,31765,-36.0,-22.93,150.0,2118.0,278.0,,ma2011a.txt
2012,cbsa,48660,Wichita Falls  TX,,,,48660,123,269,0.4572,30869,146,8995,39864,2.0,1.65,133.7,2241.0,401.0,,ma2012a.txt
2013,cbsa,48660,Wichita Falls  TX,,,,48660,115,217,0.53,22917,102,10899,33816,-8.0,-6.5,119.7,2356.0,516.0,,ma2013a.txt
2014,cbsa,48660,Wichita Falls  TX,,,,48660,107,157,0.6815,21735,50,2400,24135,-8.0,-6.96,115.0,2463.0,623.0,,ma2014a.txt
2015,cbsa,48660,Wichita Falls  TX,,,,48660,80,80,1.0,18504,0,0,18504,-27.0,-25.23,100.7,2543.0,703.0,,ma2015a.txt
2016,cbsa,48660,Wichita Falls  TX,,,,48660,94,226,0.4159,24181,132,14749,38930,14.0,17.5,93.7,2637.0,797.0,,ma2016a.txt
2017,cbsa,48660,Wichita Falls  TX,,,,48660,108,119,0.9076,27022,11,1243,28265,14.0,14.89,94.0,2745.0,905.0,,ma2017a.txt
2018,cbsa,48660,Wichita Falls  TX,,,,48660,117,320,0.3656,26725,203,18419,45144,9.0,8.33,106.3,2862.0,1022.0,,ma2018a.txt
2019,cbsa,48660,Wichita Falls  TX,,,,48660,133,189,0.7037,38467,56,6831,45298,16.0,13.68,119.3,2995.0,1155.0,,ma2019a.txt
2020,cbsa,48660,Wichita Falls  TX,,,,48660,210,238,0.8824,48932,28,2444,51376,77.0,57.89,153.3,3205.0,1365.0,210.0,ma2020a.txt
2021,cbsa,48660,Wichita Falls  TX,,,,48660,189,191,0.9895,45498,2,85,45583,-21.0,-10.0,177.3,3394.0,1554.0,399.0,ma2021a.txt
2022,cbsa,48660,Wichita Falls  TX,,,,48660,162,378,0.4286,42320,216,23611,65931,-27.0,-14.29,187.0,3556.0,1716.0,561.0,ma2022a.txt
2023,cbsa,48660,Wichita Falls  TX,,,,48660,207,274,0.7555,59927,67,6798,66725,45.0,27.78,186.0,3763.0,1923.0,768.0,ma2023a.txt
2024,cbsa,48660,Wichita Falls  TX,,,,48660,207,239,0.8661,60690,32,3930,64620,0.0,0.0,192.0,3970.0,2130.0,975.0,cbsa2024a.txt
2024,cbsa,48680,Wildwood-The Villages  FL,,,,48680,3537,3961,0.893,855902,424,38187,894089,,,,3537.0,3537.0,3537.0,cbsa2024a.txt
2004,cbsa,48700,Williamsport  PA,,,,48700,269,349,0.7708,35830,80,6772,42602,-18.0,-6.27,,556.0,,,ma2004a.txt
2005,cbsa,48700,Williamsport  PA,,,,48700,261,299,0.8729,37343,38,3453,40796,-8.0,-2.97,,817.0,,,ma2005a.txt
2006,cbsa,48700,Williamsport  PA,,,,48700,288,300,0.96,42610,12,2315,44925,27.0,10.34,272.7,1105.0,,,ma2006a.txt
2007,cbsa,48700,Williamsport  PA,,,,48700,197,206,0.9563,30826,9,1175,32001,-91.0,-31.6,248.7,1302.0,,,ma2007a.txt
2008,cbsa,48700,Williamsport  PA,,,,48700,122,194,0.6289,22244,72,5985,28229,-75.0,-38.07,202.3,1424.0,,,ma2008a.txt
2009,cbsa,48700,Williamsport  PA,,,,48700,112,118,0.9492,19333,6,549,19882,-10.0,-8.2,143.7,1536.0,,,ma2009a.txt
2010,cbsa,48700,Williamsport  PA,,,,48700,199,207,0.9614,34636,8,460,35096,87.0,77.68,144.3,1735.0,199.0,,ma2010a.txt
2011,cbsa,48700,Williamsport  PA,,,,48700,76,156,0.4872,13910,80,3350,17260,-123.0,-61.81,129.0,1811.0,275.0,,ma2011a.txt
2012,cbsa,48700,Williamsport  PA,,,,48700,129,178,0.7247,22497,49,2625,25122,53.0,69.74,134.7,1940.0,404.0,,ma2012a.txt
2013,cbsa,48700,Williamsport  PA,,,,48700,123,139,0.8849,23443,16,2135,25578,-6.0,-4.65,109.3,2063.0,527.0,,ma2013a.txt
2014,cbsa,48700,Williamsport  PA,,,,48700,107,214,0.5,25461,107,10987,36448,-16.0,-13.01,119.7,2170.0,634.0,,ma2014a.txt
2015,cbsa,48700,Williamsport  PA,,,,48700,143,159,0.8994,35117,16,1938,37055,36.0,33.64,124.3,2313.0,777.0,,ma2015a.txt
2016,cbsa,48700,Williamsport  PA,,,,48700,89,93,0.957,19827,4,486,20313,-54.0,-37.76,113.0,2402.0,866.0,,ma2016a.txt
2017,cbsa,48700,Williamsport  PA,,,,48700,133,137,0.9708,24068,4,310,24378,44.0,49.44,121.7,2535.0,999.0,,ma2017a.txt
2018,cbsa,48700,Williamsport  PA,,,,48700,103,140,0.7357,26825,37,3685,30510,-30.0,-22.56,108.3,2638.0,1102.0,,ma2018a.txt
2019,cbsa,48700,Williamsport  PA,,,,48700,66,78,0.8462,16215,12,1610,17825,-37.0,-35.92,100.7,2704.0,1168.0,,ma2019a.txt
2020,cbsa,48700,Williamsport  PA,,,,48700,52,52,1.0,12181,0,0,12181,-14.0,-21.21,73.7,2756.0,1220.0,52.0,ma2020a.txt
2021,cbsa,48700,Williamsport  PA,,,,48700,54,56,0.9643,14826,2,297,15123,2.0,3.85,57.3,2810.0,1274.0,106.0,ma2021a.txt
2022,cbsa,48700,Williamsport  PA,,,,48700,70,113,0.6195,22029,43,5275,27304,16.0,29.63,58.7,2880.0,1344.0,176.0,ma2022a.txt
2023,cbsa,48700,Williamsport  PA,,,,48700,57,57,1.0,18274,0,0,18274,-13.0,-18.57,60.3,2937.0,1401.0,233.0,ma2023a.txt
2024,cbsa,48700,Williamsport  PA,,,,48700,63,65,0.9692,19588,2,440,20028,6.0,10.53,63.3,3000.0,1464.0,296.0,cbsa2024a.txt
2024,cbsa,48780,Williston  ND,,,,48780,88,90,0.9778,30836,2,434,31270,,,,88.0,88.0,88.0,cbsa2024a.txt
2024,cbsa,48820,Willmar  MN,,,,48820,70,194,0.3608,21711,124,26557,48268,,,,70.0,70.0,70.0,cbsa2024a.txt
2004,cbsa,48900,Wilmington  NC,,,,48900,6861,8332,0.8235,1041965,1471,144070,1186035,1334.0,24.14,,12388.0,,,ma2004a.txt
2005,cbsa,48900,Wilmington  NC,,,,48900,7685,9206,0.8348,1277328,1521,187543,1464871,824.0,12.01,,20073.0,,,ma2005a.txt
2006,cbsa,48900,Wilmington  NC,,,,48900,6205,7107,0.8731,1105780,902,118327,1224107,-1480.0,-19.26,6917.0,26278.0,,,ma2006a.txt
2007,cbsa,48900,Wilmington  NC,,,,48900,4998,6229,0.8024,918883,1231,123955,1042838,-1207.0,-19.45,6296.0,31276.0,,,ma2007a.txt
2008,cbsa,48900,Wilmington  NC,,,,48900,2971,3662,0.8113,561922,691,61578,623500,-2027.0,-40.56,4724.7,34247.0,,,ma2008a.txt
2009,cbsa,48900,Wilmington  NC,,,,48900,1527,1813,0.8423,283658,286,42323,325981,-1444.0,-48.6,3165.3,35774.0,,,ma2009a.txt
2010,cbsa,48900,Wilmington  NC,,,,48900,1495,1830,0.8169,308091,335,20460,328551,-32.0,-2.1,1997.7,37269.0,1495.0,,ma2010a.txt
2011,cbsa,48900,Wilmington  NC,,,,48900,1545,1831,0.8438,317517,286,32652,350169,50.0,3.34,1522.3,38814.0,3040.0,,ma2011a.txt
2012,cbsa,48900,Wilmington  NC,,,,48900,2045,3063,0.6676,436379,1018,112401,548780,500.0,32.36,1695.0,40859.0,5085.0,,ma2012a.txt
2013,cbsa,48900,Wilmington  NC,,,,48900,3141,4057,0.7742,711419,916,118876,830295,1096.0,53.59,2243.7,44000.0,8226.0,,ma2013a.txt
2014,cbsa,48900,Wilmington  NC,,,,48900,1367,2208,0.6191,299620,841,66053,365673,-1774.0,-56.48,2184.3,45367.0,9593.0,,ma2014a.txt
2015,cbsa,48900,Wilmington  NC,,,,48900,1646,2358,0.698,345536,712,54649,400185,279.0,20.41,2051.3,47013.0,11239.0,,ma2015a.txt
2016,cbsa,48900,Wilmington  NC,,,,48900,1774,2947,0.602,430196,1173,116870,547066,128.0,7.78,1595.7,48787.0,13013.0,,ma2016a.txt
2017,cbsa,48900,Wilmington  NC,,,,48900,2193,2762,0.794,619194,569,78909,698103,419.0,23.62,1871.0,50980.0,15206.0,,ma2017a.txt
2018,cbsa,48900,Wilmington  NC,,,,48900,1868,2450,0.7624,521252,582,86852,608104,-325.0,-14.82,1945.0,52848.0,17074.0,,ma2018a.txt
2019,cbsa,48900,Wilmington  NC,,,,48900,1950,3575,0.5455,533699,1625,197061,730760,82.0,4.39,2003.7,54798.0,19024.0,,ma2019a.txt
2020,cbsa,48900,Wilmington  NC,,,,48900,2248,3857,0.5828,627719,1609,204905,832624,298.0,15.28,2022.0,57046.0,21272.0,2248.0,ma2020a.txt
2021,cbsa,48900,Wilmington  NC,,,,48900,2671,4418,0.6046,745897,1747,241306,987203,423.0,18.82,2289.7,59717.0,23943.0,4919.0,ma2021a.txt
2022,cbsa,48900,Wilmington  NC,,,,48900,2489,4421,0.563,788503,1932,255325,1043828,-182.0,-6.81,2469.3,62206.0,26432.0,7408.0,ma2022a.txt
2023,cbsa,48900,Wilmington  NC,,,,48900,2228,3965,0.5619,655942,1737,223088,879030,-261.0,-10.49,2462.7,64434.0,28660.0,9636.0,ma2023a.txt
2024,cbsa,48900,Wilmington  NC,,,,48900,7263,9618,0.7551,2037873,2355,292373,2330246,5035.0,225.99,3993.3,71697.0,35923.0,16899.0,cbsa2024a.txt
2024,cbsa,48940,Wilmington  OH,,,,48940,115,120,0.9583,35687,5,516,36203,,,,115.0,115.0,115.0,cbsa2024a.txt
2024,cbsa,48980,Wilson  NC,,,,48980,398,580,0.6862,88364,182,19760,108124,,,,398.0,398.0,398.0,cbsa2024a.txt
2024,cbsa,49010,Winchester  TN,,,,49010,387,422,0.9171,108582,35,7858,116440,,,,387.0,387.0,387.0,cbsa2024a.txt
2004,cbsa,49020,Winchester  VA-WV,,,,49020,1309,1394,0.939,212588,85,5490,218078,188.0,16.77,,2430.0,,,ma2004a.txt
2005,cbsa,49020,Winchester  VA-WV,,,,49020,1719,1783,0.9641,309859,64,21750,331609,410.0,31.32,,4149.0,,,ma2005a.txt
2006,cbsa,49020,Winchester  VA-WV,,,,49020,1392,1428,0.9748,246671,36,2314,248985,-327.0,-19.02,1473.3,5541.0,,,ma2006a.txt
