year,geography_type,geography_id,geography_name,state_fips,county_fips,full_county_fips,cbsa_code,single_family_units,total_units,single_family_share,single_family_value,multifamily_units,multifamily_value,total_value,yoy_change_units,yoy_percent_change,rolling_3yr_avg,cumulative_sfh_2000_2025,cumulative_sfh_2010_2025,cumulative_sfh_2020_2025,source_file
2024,cbsa,10940,Alma  MI,,,,10940,37,37,1.0,7883,0,0,7883,,,,37.0,37.0,37.0,cbsa2024a.txt
2024,cbsa,10980,Alpena  MI,,,,10980,35,37,0.9459,11192,2,135,11327,,,,35.0,35.0,35.0,cbsa2024a.txt
2004,cbsa,11020,Altoona  PA,,,,11020,293,496,0.5907,45096,203,8276,53372,52.0,21.58,,534.0,,,ma2004a.txt
2005,cbsa,11020,Altoona  PA,,,,11020,176,180,0.9778,28384,4,600,28984,-117.0,-39.93,,710.0,,,ma2005a.txt
2006,cbsa,11020,Altoona  PA,,,,11020,188,193,0.9741,30381,5,345,30726,12.0,6.82,219.0,898.0,,,ma2006a.txt
2007,cbsa,11020,Altoona  PA,,,,11020,140,294,0.4762,25801,154,12150,37951,-48.0,-25.53,168.0,1038.0,,,ma2007a.txt
2008,cbsa,11020,Altoona  PA,,,,11020,179,195,0.9179,23313,16,1600,24913,39.0,27.86,169.0,1217.0,,,ma2008a.txt
2009,cbsa,11020,Altoona  PA,,,,11020,103,125,0.824,17853,22,1751,19604,-76.0,-42.46,140.7,1320.0,,,ma2009a.txt
2010,cbsa,11020,Altoona  PA,,,,11020,112,159,0.7044,19698,47,4357,24055,9.0,8.74,131.3,1432.0,112.0,,ma2010a.txt
2011,cbsa,11020,Altoona  PA,,,,11020,69,75,0.92,12138,6,882,13020,-43.0,-38.39,94.7,1501.0,181.0,,ma2011a.txt
2012,cbsa,11020,Altoona  PA,,,,11020,81,97,0.8351,18875,16,1816,20691,12.0,17.39,87.3,1582.0,262.0,,ma2012a.txt
2013,cbsa,11020,Altoona  PA,,,,11020,93,101,0.9208,20483,8,325,20808,12.0,14.81,81.0,1675.0,355.0,,ma2013a.txt
2014,cbsa,11020,Altoona  PA,,,,11020,88,100,0.88,16215,12,1330,17545,-5.0,-5.38,87.3,1763.0,443.0,,ma2014a.txt
2015,cbsa,11020,Altoona  PA,,,,11020,108,117,0.9231,24031,9,692,24723,20.0,22.73,96.3,1871.0,551.0,,ma2015a.txt
2016,cbsa,11020,Altoona  PA,,,,11020,102,183,0.5574,19054,81,11845,30899,-6.0,-5.56,99.3,1973.0,653.0,,ma2016a.txt
2017,cbsa,11020,Altoona  PA,,,,11020,88,114,0.7719,18970,26,2369,21339,-14.0,-13.73,99.3,2061.0,741.0,,ma2017a.txt
2018,cbsa,11020,Altoona  PA,,,,11020,101,101,1.0,20721,0,0,20721,13.0,14.77,97.0,2162.0,842.0,,ma2018a.txt
2019,cbsa,11020,Altoona  PA,,,,11020,111,111,1.0,24333,0,0,24333,10.0,9.9,100.0,2273.0,953.0,,ma2019a.txt
2020,cbsa,11020,Altoona  PA,,,,11020,96,96,1.0,19639,0,0,19639,-15.0,-13.51,102.7,2369.0,1049.0,96.0,ma2020a.txt
2021,cbsa,11020,Altoona  PA,,,,11020,94,94,1.0,24763,0,0,24763,-2.0,-2.08,100.3,2463.0,1143.0,190.0,ma2021a.txt
2022,cbsa,11020,Altoona  PA,,,,11020,71,123,0.5772,20741,52,7654,28395,-23.0,-24.47,87.0,2534.0,1214.0,261.0,ma2022a.txt
2023,cbsa,11020,Altoona  PA,,,,11020,62,110,0.5636,20864,48,3865,24729,-9.0,-12.68,75.7,2596.0,1276.0,323.0,ma2023a.txt
2024,cbsa,11020,Altoona  PA,,,,11020,69,87,0.7931,24114,18,3145,27259,7.0,11.29,67.3,2665.0,1345.0,392.0,cbsa2024a.txt
2024,cbsa,11060,Altus  OK,,,,11060,7,7,1.0,1860,0,0,1860,,,,7.0,7.0,7.0,cbsa2024a.txt
2004,cbsa,11100,Amarillo  TX,,,,11100,737,1010,0.7297,115923,273,11897,127820,-43.0,-5.51,,1517.0,,,ma2004a.txt
2005,cbsa,11100,Amarillo  TX,,,,11100,863,1177,0.7332,152147,314,11936,164083,126.0,17.1,,2380.0,,,ma2005a.txt
2006,cbsa,11100,Amarillo  TX,,,,11100,709,1181,0.6003,138394,472,28460,166854,-154.0,-17.84,769.7,3089.0,,,ma2006a.txt
2007,cbsa,11100,Amarillo  TX,,,,11100,675,1315,0.5133,151269,640,46516,197785,-34.0,-4.8,749.0,3764.0,,,ma2007a.txt
2008,cbsa,11100,Amarillo  TX,,,,11100,514,768,0.6693,127022,254,33482,160504,-161.0,-23.85,632.7,4278.0,,,ma2008a.txt
2009,cbsa,11100,Amarillo  TX,,,,11100,606,642,0.9439,143515,36,4548,148063,92.0,17.9,598.3,4884.0,,,ma2009a.txt
2010,cbsa,11100,Amarillo  TX,,,,11100,572,927,0.617,136982,355,52802,189784,-34.0,-5.61,564.0,5456.0,572.0,,ma2010a.txt
2011,cbsa,11100,Amarillo  TX,,,,11100,656,703,0.9331,150307,47,6279,156586,84.0,14.69,611.3,6112.0,1228.0,,ma2011a.txt
2012,cbsa,11100,Amarillo  TX,,,,11100,653,1627,0.4014,156404,974,104149,260553,-3.0,-0.46,627.0,6765.0,1881.0,,ma2012a.txt
2013,cbsa,11100,Amarillo  TX,,,,11100,624,898,0.6949,151558,274,12523,164081,-29.0,-4.44,644.3,7389.0,2505.0,,ma2013a.txt
2014,cbsa,11100,Amarillo  TX,,,,11100,496,918,0.5403,128990,422,44858,173848,-128.0,-20.51,591.0,7885.0,3001.0,,ma2014a.txt
2015,cbsa,11100,Amarillo  TX,,,,11100,564,880,0.6409,149948,316,25215,175163,68.0,13.71,561.3,8449.0,3565.0,,ma2015a.txt
2016,cbsa,11100,Amarillo  TX,,,,11100,718,740,0.9703,177233,22,2802,180035,154.0,27.3,592.7,9167.0,4283.0,,ma2016a.txt
2017,cbsa,11100,Amarillo  TX,,,,11100,555,775,0.7161,143598,220,20094,163692,-163.0,-22.7,612.3,9722.0,4838.0,,ma2017a.txt
2018,cbsa,11100,Amarillo  TX,,,,11100,637,750,0.8493,159066,113,13217,172283,82.0,14.77,636.7,10359.0,5475.0,,ma2018a.txt
2019,cbsa,11100,Amarillo  TX,,,,11100,554,584,0.9486,133751,30,3862,137613,-83.0,-13.03,582.0,10913.0,6029.0,,ma2019a.txt
2020,cbsa,11100,Amarillo  TX,,,,11100,721,1022,0.7055,169171,301,35791,204962,167.0,30.14,637.3,11634.0,6750.0,721.0,ma2020a.txt
2021,cbsa,11100,Amarillo  TX,,,,11100,682,736,0.9266,161658,54,6874,168532,-39.0,-5.41,652.3,12316.0,7432.0,1403.0,ma2021a.txt
2022,cbsa,11100,Amarillo  TX,,,,11100,818,982,0.833,205749,164,21110,226859,136.0,19.94,740.3,13134.0,8250.0,2221.0,ma2022a.txt
2023,cbsa,11100,Amarillo  TX,,,,11100,567,672,0.8438,158648,105,14848,173496,-251.0,-30.68,689.0,13701.0,8817.0,2788.0,ma2023a.txt
2024,cbsa,11100,Amarillo  TX,,,,11100,639,1297,0.4927,182641,658,94471,277112,72.0,12.7,674.7,14340.0,9456.0,3427.0,cbsa2024a.txt
2024,cbsa,11140,Americus  GA,,,,11140,42,57,0.7368,9083,15,1406,10489,,,,42.0,42.0,42.0,cbsa2024a.txt
2004,cbsa,11180,Ames  IA,,,,11180,317,736,0.4307,62003,419,25369,87372,-89.0,-21.92,,723.0,,,ma2004a.txt
2005,cbsa,11180,Ames  IA,,,,11180,381,946,0.4027,71723,565,37969,109692,64.0,20.19,,1104.0,,,ma2005a.txt
2006,cbsa,11180,Ames  IA,,,,11180,278,484,0.5744,52509,206,11009,63518,-103.0,-27.03,325.3,1382.0,,,ma2006a.txt
2007,cbsa,11180,Ames  IA,,,,11180,244,360,0.6778,59729,116,8845,68574,-34.0,-12.23,301.0,1626.0,,,ma2007a.txt
2008,cbsa,11180,Ames  IA,,,,11180,126,327,0.3853,33378,201,15705,49083,-118.0,-48.36,216.0,1752.0,,,ma2008a.txt
2009,cbsa,11180,Ames  IA,,,,11180,122,122,1.0,25604,0,0,25604,-4.0,-3.17,164.0,1874.0,,,ma2009a.txt
2010,cbsa,11180,Ames  IA,,,,11180,93,167,0.5569,23883,74,10606,34489,-29.0,-23.77,113.7,1967.0,93.0,,ma2010a.txt
2011,cbsa,11180,Ames  IA,,,,11180,99,457,0.2166,22550,358,21953,44503,6.0,6.45,104.7,2066.0,192.0,,ma2011a.txt
2012,cbsa,11180,Ames  IA,,,,11180,152,447,0.34,36359,295,17761,54120,53.0,53.54,114.7,2218.0,344.0,,ma2012a.txt
2013,cbsa,11180,Ames  IA,,,,11180,246,536,0.459,60244,290,22010,82254,94.0,61.84,165.7,2464.0,590.0,,ma2013a.txt
2014,cbsa,11180,Ames  IA,,,,11180,179,539,0.3321,46631,360,41523,88154,-67.0,-27.24,192.3,2643.0,769.0,,ma2014a.txt
2015,cbsa,11180,Ames  IA,,,,11180,196,555,0.3532,53132,359,44507,97639,17.0,9.5,207.0,2839.0,965.0,,ma2015a.txt
2016,cbsa,11180,Ames  IA,,,,11180,210,709,0.2962,58009,499,58027,116036,14.0,7.14,195.0,3049.0,1175.0,,ma2016a.txt
2017,cbsa,11180,Ames  IA,,,,11180,257,902,0.2849,73099,645,64661,137760,47.0,22.38,221.0,3306.0,1432.0,,ma2017a.txt
2018,cbsa,11180,Ames  IA,,,,11180,273,626,0.4361,68300,353,37385,105685,16.0,6.23,246.7,3579.0,1705.0,,ma2018a.txt
2019,cbsa,11180,Ames  IA,,,,11180,258,549,0.4699,60364,291,23675,84039,-15.0,-5.49,262.7,3837.0,1963.0,,ma2019a.txt
2020,cbsa,11180,Ames  IA,,,,11180,251,270,0.9296,68671,19,2883,71554,-7.0,-2.71,260.7,4088.0,2214.0,251.0,ma2020a.txt
2021,cbsa,11180,Ames  IA,,,,11180,279,394,0.7081,81769,115,12249,94018,28.0,11.16,262.7,4367.0,2493.0,530.0,ma2021a.txt
2022,cbsa,11180,Ames  IA,,,,11180,236,328,0.7195,68021,92,18256,86277,-43.0,-15.41,255.3,4603.0,2729.0,766.0,ma2022a.txt
2023,cbsa,11180,Ames  IA,,,,11180,167,262,0.6374,59470,95,21037,80507,-69.0,-29.24,227.3,4770.0,2896.0,933.0,ma2023a.txt
2024,cbsa,11180,Ames  IA,,,,11180,205,273,0.7509,74084,68,13884,87968,38.0,22.75,202.7,4975.0,3101.0,1138.0,cbsa2024a.txt
2024,cbsa,11200,Amherst Town-Northampton  MA,,,,11200,150,318,0.4717,66685,168,24480,91165,,,,150.0,150.0,150.0,cbsa2024a.txt
2024,cbsa,11220,Amsterdam  NY,,,,11220,44,212,0.2075,10379,168,36000,46379,,,,44.0,44.0,44.0,cbsa2024a.txt
2004,cbsa,11260,Anchorage  AK,,,,11260,922,2042,0.4515,213992,1120,147131,361123,-44.0,-4.55,,1888.0,,,ma2004a.txt
2005,cbsa,11260,Anchorage  AK,,,,11260,859,1899,0.4523,207808,1040,148791,356599,-63.0,-6.83,,2747.0,,,ma2005a.txt
2006,cbsa,11260,Anchorage  AK,,,,11260,665,1588,0.4188,175800,923,123853,299653,-194.0,-22.58,815.3,3412.0,,,ma2006a.txt
2007,cbsa,11260,Anchorage  AK,,,,11260,379,970,0.3907,115523,591,83662,199185,-286.0,-43.01,634.3,3791.0,,,ma2007a.txt
2008,cbsa,11260,Anchorage  AK,,,,11260,267,460,0.5804,84765,193,38111,122876,-112.0,-29.55,437.0,4058.0,,,ma2008a.txt
2009,cbsa,11260,Anchorage  AK,,,,11260,297,551,0.539,85609,254,32811,118420,30.0,11.24,314.3,4355.0,,,ma2009a.txt
2010,cbsa,11260,Anchorage  AK,,,,11260,424,533,0.7955,111082,109,14757,125839,127.0,42.76,329.3,4779.0,424.0,,ma2010a.txt
2011,cbsa,11260,Anchorage  AK,,,,11260,401,524,0.7653,111158,123,20467,131625,-23.0,-5.42,374.0,5180.0,825.0,,ma2011a.txt
2012,cbsa,11260,Anchorage  AK,,,,11260,530,575,0.9217,148359,45,8038,156397,129.0,32.17,451.7,5710.0,1355.0,,ma2012a.txt
2013,cbsa,11260,Anchorage  AK,,,,11260,500,576,0.8681,150468,76,13426,163894,-30.0,-5.66,477.0,6210.0,1855.0,,ma2013a.txt
2014,cbsa,11260,Anchorage  AK,,,,11260,671,887,0.7565,195440,216,34014,229454,171.0,34.2,567.0,6881.0,2526.0,,ma2014a.txt
2015,cbsa,11260,Anchorage  AK,,,,11260,695,933,0.7449,213592,238,36599,250191,24.0,3.58,622.0,7576.0,3221.0,,ma2015a.txt
2016,cbsa,11260,Anchorage  AK,,,,11260,751,1046,0.718,232864,295,43328,276192,56.0,8.06,705.7,8327.0,3972.0,,ma2016a.txt
2017,cbsa,11260,Anchorage  AK,,,,11260,851,1148,0.7413,264475,297,44986,309461,100.0,13.32,765.7,9178.0,4823.0,,ma2017a.txt
2018,cbsa,11260,Anchorage  AK,,,,11260,938,1259,0.745,290469,321,51541,342010,87.0,10.22,846.7,10116.0,5761.0,,ma2018a.txt
2019,cbsa,11260,Anchorage  AK,,,,11260,878,1163,0.7549,273355,285,44212,317567,-60.0,-6.4,889.0,10994.0,6639.0,,ma2019a.txt
2020,cbsa,11260,Anchorage  AK,,,,11260,771,1030,0.7485,244242,259,40484,284726,-107.0,-12.19,862.3,11765.0,7410.0,771.0,ma2020a.txt
2021,cbsa,11260,Anchorage  AK,,,,11260,877,1183,0.7413,277205,306,47591,324796,106.0,13.75,842.0,12642.0,8287.0,1648.0,ma2021a.txt
2022,cbsa,11260,Anchorage  AK,,,,11260,166,213,0.7793,78557,47,5059,83616,-711.0,-81.07,604.7,12808.0,8453.0,1814.0,ma2022a.txt
2023,cbsa,11260,Anchorage  AK,,,,11260,338,457,0.7396,124295,119,16337,140632,172.0,103.61,460.3,13146.0,8791.0,2152.0,ma2023a.txt
2024,cbsa,11260,Anchorage  AK,,,,11260,198,426,0.4648,79252,228,41966,121218,-140.0,-41.42,234.0,13344.0,8989.0,2350.0,cbsa2024a.txt
2004,cbsa,11300,Anderson  IN,,,,11300,555,555,1.0,84802,0,0,84802,56.0,11.22,,1054.0,,,ma2004a.txt
2005,cbsa,11300,Anderson  IN,,,,11300,527,569,0.9262,80859,42,6000,86859,-28.0,-5.05,,1581.0,,,ma2005a.txt
2006,cbsa,11300,Anderson  IN,,,,11300,314,328,0.9573,54012,14,2204,56216,-213.0,-40.42,465.3,1895.0,,,ma2006a.txt
2007,cbsa,11300,Anderson  IN,,,,11300,241,243,0.9918,39902,2,100,40002,-73.0,-23.25,360.7,2136.0,,,ma2007a.txt
2008,cbsa,11300,Anderson  IN,,,,11300,79,95,0.8316,18375,16,245,18620,-162.0,-67.22,211.3,2215.0,,,ma2008a.txt
2009,cbsa,11300,Anderson  IN,,,,11300,61,69,0.8841,15198,8,317,15515,-18.0,-22.78,127.0,2276.0,,,ma2009a.txt
2010,cbsa,11300,Anderson  IN,,,,11300,76,80,0.95,17176,4,61,17237,15.0,24.59,72.0,2352.0,76.0,,ma2010a.txt
2011,cbsa,11300,Anderson  IN,,,,11300,73,75,0.9733,14705,2,31,14736,-3.0,-3.95,70.0,2425.0,149.0,,ma2011a.txt
2012,cbsa,11300,Anderson  IN,,,,11300,66,68,0.9706,14635,2,31,14666,-7.0,-9.59,71.7,2491.0,215.0,,ma2012a.txt
2013,cbsa,11300,Anderson  IN,,,,11300,93,93,1.0,21286,0,0,21286,27.0,40.91,77.3,2584.0,308.0,,ma2013a.txt
2004,cbsa,11340,Anderson  SC,,,,11340,1212,1248,0.9712,159399,36,1743,161142,120.0,10.99,,2304.0,,,ma2004a.txt
2005,cbsa,11340,Anderson  SC,,,,11340,1415,1931,0.7328,184054,516,25882,209936,203.0,16.75,,3719.0,,,ma2005a.txt
2006,cbsa,11340,Anderson  SC,,,,11340,1219,1596,0.7638,188329,377,34744,223073,-196.0,-13.85,1282.0,4938.0,,,ma2006a.txt
2007,cbsa,11340,Anderson  SC,,,,11340,1156,1226,0.9429,203587,70,4898,208485,-63.0,-5.17,1263.3,6094.0,,,ma2007a.txt
2008,cbsa,11340,Anderson  SC,,,,11340,561,652,0.8604,106979,91,5668,112647,-595.0,-51.47,978.7,6655.0,,,ma2008a.txt
2009,cbsa,11340,Anderson  SC,,,,11340,280,280,1.0,47242,0,0,47242,-281.0,-50.09,665.7,6935.0,,,ma2009a.txt
2010,cbsa,11340,Anderson  SC,,,,11340,284,420,0.6762,50541,136,8328,58869,4.0,1.43,375.0,7219.0,284.0,,ma2010a.txt
2011,cbsa,11340,Anderson  SC,,,,11340,268,280,0.9571,49033,12,763,49796,-16.0,-5.63,277.3,7487.0,552.0,,ma2011a.txt
2012,cbsa,11340,Anderson  SC,,,,11340,404,420,0.9619,78149,16,665,78814,136.0,50.75,318.7,7891.0,956.0,,ma2012a.txt
2013,cbsa,11340,Anderson  SC,,,,11340,530,572,0.9266,103743,42,4926,108669,126.0,31.19,400.7,8421.0,1486.0,,ma2013a.txt
2024,cbsa,11360,Anderson Creek  NC,,,,11360,2219,2231,0.9946,686089,12,1000,687089,,,,2219.0,2219.0,2219.0,cbsa2024a.txt
2024,cbsa,11380,Andrews  TX,,,,11380,24,72,0.3333,8489,48,5400,13889,,,,24.0,24.0,24.0,cbsa2024a.txt
2024,cbsa,11420,Angola  IN,,,,11420,135,209,0.6459,65066,74,9260,74326,,,,135.0,135.0,135.0,cbsa2024a.txt
2004,cbsa,11460,Ann Arbor  MI,,,,11460,1994,2708,0.7363,367878,714,50992,418870,-159.0,-7.39,,4147.0,,,ma2004a.txt
2005,cbsa,11460,Ann Arbor  MI,,,,11460,1441,1676,0.8598,267571,235,17146,284717,-553.0,-27.73,,5588.0,,,ma2005a.txt
2006,cbsa,11460,Ann Arbor  MI,,,,11460,627,775,0.809,124417,148,10630,135047,-814.0,-56.49,1354.0,6215.0,,,ma2006a.txt
2007,cbsa,11460,Ann Arbor  MI,,,,11460,490,565,0.8673,90383,75,5091,95474,-137.0,-21.85,852.7,6705.0,,,ma2007a.txt
2008,cbsa,11460,Ann Arbor  MI,,,,11460,278,347,0.8012,53019,69,4969,57988,-212.0,-43.27,465.0,6983.0,,,ma2008a.txt
2009,cbsa,11460,Ann Arbor  MI,,,,11460,210,253,0.83,40739,43,3202,43941,-68.0,-24.46,326.0,7193.0,,,ma2009a.txt
2010,cbsa,11460,Ann Arbor  MI,,,,11460,317,368,0.8614,53379,51,3512,56891,107.0,50.95,268.3,7510.0,317.0,,ma2010a.txt
2011,cbsa,11460,Ann Arbor  MI,,,,11460,200,477,0.4193,48111,277,17400,65511,-117.0,-36.91,242.3,7710.0,517.0,,ma2011a.txt
2012,cbsa,11460,Ann Arbor  MI,,,,11460,262,276,0.9493,58518,14,1087,59605,62.0,31.0,259.7,7972.0,779.0,,ma2012a.txt
2013,cbsa,11460,Ann Arbor  MI,,,,11460,394,758,0.5198,99704,364,34070,133774,132.0,50.38,285.3,8366.0,1173.0,,ma2013a.txt
2014,cbsa,11460,Ann Arbor  MI,,,,11460,385,570,0.6754,99885,185,17941,117826,-9.0,-2.28,347.0,8751.0,1558.0,,ma2014a.txt
2015,cbsa,11460,Ann Arbor  MI,,,,11460,390,420,0.9286,102804,30,1974,104778,5.0,1.3,389.7,9141.0,1948.0,,ma2015a.txt
2016,cbsa,11460,Ann Arbor  MI,,,,11460,438,438,1.0,114638,0,0,114638,48.0,12.31,404.3,9579.0,2386.0,,ma2016a.txt
2017,cbsa,11460,Ann Arbor  MI,,,,11460,583,657,0.8874,153070,74,11869,164939,145.0,33.11,470.3,10162.0,2969.0,,ma2017a.txt
2018,cbsa,11460,Ann Arbor  MI,,,,11460,652,805,0.8099,174457,153,19373,193830,69.0,11.84,557.7,10814.0,3621.0,,ma2018a.txt
2019,cbsa,11460,Ann Arbor  MI,,,,11460,608,815,0.746,165588,207,28474,194062,-44.0,-6.75,614.3,11422.0,4229.0,,ma2019a.txt
2020,cbsa,11460,Ann Arbor  MI,,,,11460,711,1065,0.6676,204006,354,35092,239098,103.0,16.94,657.0,12133.0,4940.0,711.0,ma2020a.txt
2021,cbsa,11460,Ann Arbor  MI,,,,11460,795,916,0.8679,233977,121,25792,259769,84.0,11.81,704.7,12928.0,5735.0,1506.0,ma2021a.txt
2022,cbsa,11460,Ann Arbor  MI,,,,11460,603,656,0.9192,202448,53,5519,207967,-192.0,-24.15,703.0,13531.0,6338.0,2109.0,ma2022a.txt
2023,cbsa,11460,Ann Arbor  MI,,,,11460,485,1597,0.3037,183121,1112,412801,595922,-118.0,-19.57,627.7,14016.0,6823.0,2594.0,ma2023a.txt
2024,cbsa,11460,Ann Arbor  MI,,,,11460,557,1193,0.4669,231038,636,357795,588833,72.0,14.85,548.3,14573.0,7380.0,3151.0,cbsa2024a.txt
2004,cbsa,11500,Anniston-Oxford  AL,,,,11500,204,222,0.9189,25220,18,480,25700,41.0,25.15,,367.0,,,ma2004a.txt
2005,cbsa,11500,Anniston-Oxford  AL,,,,11500,258,266,0.9699,30279,8,180,30459,54.0,26.47,,625.0,,,ma2005a.txt
2006,cbsa,11500,Anniston-Oxford  AL,,,,11500,232,277,0.8375,32138,45,1243,33381,-26.0,-10.08,231.3,857.0,,,ma2006a.txt
2007,cbsa,11500,Anniston-Oxford  AL,,,,11500,264,472,0.5593,33383,208,7575,40958,32.0,13.79,251.3,1121.0,,,ma2007a.txt
2008,cbsa,11500,Anniston-Oxford  AL,,,,11500,183,197,0.9289,25425,14,385,25810,-81.0,-30.68,226.3,1304.0,,,ma2008a.txt
2009,cbsa,11500,Anniston-Oxford  AL,,,,11500,139,194,0.7165,18150,55,3874,22024,-44.0,-24.04,195.3,1443.0,,,ma2009a.txt
2010,cbsa,11500,Anniston-Oxford  AL,,,,11500,99,107,0.9252,14831,8,1128,15959,-40.0,-28.78,140.3,1542.0,99.0,,ma2010a.txt
2011,cbsa,11500,Anniston-Oxford  AL,,,,11500,73,83,0.8795,10291,10,572,10863,-26.0,-26.26,103.7,1615.0,172.0,,ma2011a.txt
2012,cbsa,11500,Anniston-Oxford  AL,,,,11500,71,71,1.0,10374,0,0,10374,-2.0,-2.74,81.0,1686.0,243.0,,ma2012a.txt
2013,cbsa,11500,Anniston-Oxford  AL,,,,11500,59,59,1.0,9300,0,0,9300,-12.0,-16.9,67.7,1745.0,302.0,,ma2013a.txt
2014,cbsa,11500,Anniston-Oxford-Jacksonville  AL,,,,11500,102,114,0.8947,14122,12,400,14522,43.0,72.88,77.3,1847.0,404.0,,ma2014a.txt
2015,cbsa,11500,Anniston-Oxford-Jacksonville  AL,,,,11500,61,61,1.0,9098,0,0,9098,-41.0,-40.2,74.0,1908.0,465.0,,ma2015a.txt
2016,cbsa,11500,Anniston-Oxford-Jacksonville  AL,,,,11500,62,77,0.8052,8433,15,1144,9577,1.0,1.64,75.0,1970.0,527.0,,ma2016a.txt
2017,cbsa,11500,Anniston-Oxford-Jacksonville  AL,,,,11500,69,69,1.0,9943,0,0,9943,7.0,11.29,64.0,2039.0,596.0,,ma2017a.txt
2018,cbsa,11500,Anniston-Oxford-Jacksonville  AL,,,,11500,66,70,0.9429,10158,4,800,10958,-3.0,-4.35,65.7,2105.0,662.0,,ma2018a.txt
2019,cbsa,11500,Anniston-Oxford  AL,,,,11500,105,105,1.0,11476,0,0,11476,39.0,59.09,80.0,2210.0,767.0,,ma2019a.txt
2020,cbsa,11500,Anniston-Oxford  AL,,,,11500,102,102,1.0,14985,0,0,14985,-3.0,-2.86,91.0,2312.0,869.0,102.0,ma2020a.txt
2021,cbsa,11500,Anniston-Oxford  AL,,,,11500,68,68,1.0,10515,0,0,10515,-34.0,-33.33,91.7,2380.0,937.0,170.0,ma2021a.txt
2022,cbsa,11500,Anniston-Oxford  AL,,,,11500,76,78,0.9744,12430,2,125,12555,8.0,11.76,82.0,2456.0,1013.0,246.0,ma2022a.txt
2023,cbsa,11500,Anniston-Oxford  AL,,,,11500,62,64,0.9688,12138,2,100,12238,-14.0,-18.42,68.7,2518.0,1075.0,308.0,ma2023a.txt
2024,cbsa,11500,Anniston-Oxford  AL,,,,11500,126,138,0.913,18244,12,1095,19339,64.0,103.23,88.0,2644.0,1201.0,434.0,cbsa2024a.txt
2004,cbsa,11540,Appleton  WI,,,,11540,1325,1528,0.8671,231162,203,15709,246871,-152.0,-10.29,,2802.0,,,ma2004a.txt
2005,cbsa,11540,Appleton  WI,,,,11540,1148,1484,0.7736,228702,336,19850,248552,-177.0,-13.36,,3950.0,,,ma2005a.txt
2006,cbsa,11540,Appleton  WI,,,,11540,807,965,0.8363,156444,158,11446,167890,-341.0,-29.7,1093.3,4757.0,,,ma2006a.txt
2007,cbsa,11540,Appleton  WI,,,,11540,673,800,0.8412,139040,127,9780,148820,-134.0,-16.6,876.0,5430.0,,,ma2007a.txt
2008,cbsa,11540,Appleton  WI,,,,11540,488,694,0.7032,104141,206,13982,118123,-185.0,-27.49,656.0,5918.0,,,ma2008a.txt
2009,cbsa,11540,Appleton  WI,,,,11540,421,517,0.8143,79328,96,8623,87951,-67.0,-13.73,527.3,6339.0,,,ma2009a.txt
2010,cbsa,11540,Appleton  WI,,,,11540,413,587,0.7036,83669,174,12552,96221,-8.0,-1.9,440.7,6752.0,413.0,,ma2010a.txt
2011,cbsa,11540,Appleton  WI,,,,11540,298,648,0.4599,65588,350,21480,87068,-115.0,-27.85,377.3,7050.0,711.0,,ma2011a.txt
2012,cbsa,11540,Appleton  WI,,,,11540,375,833,0.4502,77222,458,22317,99539,77.0,25.84,362.0,7425.0,1086.0,,ma2012a.txt
2013,cbsa,11540,Appleton  WI,,,,11540,516,829,0.6224,114206,313,21570,135776,141.0,37.6,396.3,7941.0,1602.0,,ma2013a.txt
2014,cbsa,11540,Appleton  WI,,,,11540,508,930,0.5462,116994,422,30418,147412,-8.0,-1.55,466.3,8449.0,2110.0,,ma2014a.txt
2015,cbsa,11540,Appleton  WI,,,,11540,568,1119,0.5076,133445,551,38831,172276,60.0,11.81,530.7,9017.0,2678.0,,ma2015a.txt
2016,cbsa,11540,Appleton  WI,,,,11540,549,743,0.7389,137251,194,20544,157795,-19.0,-3.35,541.7,9566.0,3227.0,,ma2016a.txt
2017,cbsa,11540,Appleton  WI,,,,11540,616,930,0.6624,155328,314,26726,182054,67.0,12.2,577.7,10182.0,3843.0,,ma2017a.txt
2018,cbsa,11540,Appleton  WI,,,,11540,781,987,0.7913,150569,206,21559,172128,165.0,26.79,648.7,10963.0,4624.0,,ma2018a.txt
2019,cbsa,11540,Appleton  WI,,,,11540,490,577,0.8492,144349,87,12920,157269,-291.0,-37.26,629.0,11453.0,5114.0,,ma2019a.txt
2020,cbsa,11540,Appleton  WI,,,,11540,594,1311,0.4531,174170,717,86597,260767,104.0,21.22,621.7,12047.0,5708.0,594.0,ma2020a.txt
2021,cbsa,11540,Appleton  WI,,,,11540,574,1429,0.4017,199522,855,88226,287748,-20.0,-3.37,552.7,12621.0,6282.0,1168.0,ma2021a.txt
2022,cbsa,11540,Appleton  WI,,,,11540,480,767,0.6258,188029,287,44187,232216,-94.0,-16.38,549.3,13101.0,6762.0,1648.0,ma2022a.txt
2023,cbsa,11540,Appleton  WI,,,,11540,461,753,0.6122,177449,292,33437,210886,-19.0,-3.96,505.0,13562.0,7223.0,2109.0,ma2023a.txt
2024,cbsa,11540,Appleton  WI,,,,11540,585,659,0.8877,233832,74,14112,247944,124.0,26.9,508.7,14147.0,7808.0,2694.0,cbsa2024a.txt
2024,cbsa,11580,Arcadia  FL,,,,11580,71,71,1.0,16150,0,0,16150,,,,71.0,71.0,71.0,cbsa2024a.txt
